target_harmonized,modality,quadrant,clinical_performance_Y,clinical_label,clinical_decisive_n,clinical_confidence,n_trials,epitope_crowding_X,x_status,fto_l1_epitope,fto_l2_format,fto_l3_use,fto_l1_lock_count,patents_grounded,ip_modalities,key_patent,blocking_assignee,x_resolved,y_resolved
NECTIN4|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
NKG2A|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2A|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2A|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2A|PD-L1|CD73,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2A|PD-L1|MET|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2A|PD-L1|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2D,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
NKG2D|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
NKG2D|TCR,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
P38ALPHA|TIE2|PD-1,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
P53,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
PARP1,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PCSK9,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
PCSK9,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
PD-1-AURISTATIN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1-DM4,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,False
PD-1-KL610023,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|5T4|CD3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|B7-H3|CTLA-4|EGFR|HER3|PD-L1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|B7-H3|CTLA-4|EGFR|HER3|PD-L1|VEGF,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|BCL-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|BCL-2|CD47|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|CD73|EGFR|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|EGFR|HER2,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|EGFR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|EGFR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ALK|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ANG2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|AR-SN38,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|AR|BET|BRD4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|AR|ER|HER2|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|B7-H3,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|B7-H3-DXD,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|B7-H3-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|B7-H3|CD137|CD19,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|B7-H3|CD3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|BRAF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|BTK|CD137|CD19,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD137,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|CD137,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|CD137|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD137|PSMA,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD16,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD19|CD20,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD19|CD3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD20|ALK,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD20|BTK,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD20|BTK|CD79B,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD20|CD47|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD20|CRBN,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD25|CTLA-4|LAG-3,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD25|CTLA-4|PD-L1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD28|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD28|NECTIN4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD30,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD33,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD40|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD40|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD47|CLDN18.2|SIRP-ALPHA,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD47|MESOTHELIN|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD47|PD-L1|SIRP-ALPHA|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD47|PD-L1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD47|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CD73|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CDH6|CTLA-4|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CEACAM5,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CEA|MAGE,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CEA|MUC1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CEA|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CLDN18.2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CLDN18.2|CTLA-4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CLDN18.2|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CLDN18.2|HER2|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CTLA-4|EGFR|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CTLA-4|FGFR|PD-L1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CTLA-4|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CTLA-4|PD-L1,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CTLA-4|PD-L1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|CTLA-4|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|DLL3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|EGFR,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|EGFR,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|EGFR|CTLA-4|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|CTLA-4|ROR2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|FGFR|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|HER2|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|LAG-3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|PD-L1|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|EGFR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ER|FGFR|HER2|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FAP,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FAP-AURISTATIN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FAP-TUBULYSIN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FAP|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FGFR|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FGFR|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FGFR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|FOLR1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|GD2,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|GD2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|GP100|CD3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|GP100|CD3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|HER2|ER,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|ER|NECTIN4|PD-L1|TROP-2|VEGF-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|LAG-3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|PD-L1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|PD-L1|TROP-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|TROP-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|VEGFR2|CD20|CD47|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER2|VEGF|VEGFR2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HER3|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|HIF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ICAM1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|IGF-1R,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|IL-15,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|IL-2,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|KLK2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|KRAS|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|LAG-3|CTLA-4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|LAG-3|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|LIV-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MAGE|MUC1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MAGE|MUC1|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MAGE|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MESOTHELIN,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MUC1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MUC16|CD3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|MUC16|CD3|LAG-3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|NECTIN4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|NKG2D,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|PD-L1,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|PD-L1,PROTAC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|PD-L1|ALK|EGFR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
