target_harmonized,modality,quadrant,clinical_performance_Y,clinical_label,clinical_decisive_n,clinical_confidence,n_trials,epitope_crowding_X,x_status,fto_l1_epitope,fto_l2_format,fto_l3_use,fto_l1_lock_count,patents_grounded,ip_modalities,key_patent,blocking_assignee,x_resolved,y_resolved
PD-1|PD-L1|ALK|EGFR|TIGIT,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|ALK|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|AXL,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|AXL|DLL3,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|CTLA-4|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|EGFR|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|EGFR|VEGF|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|NECTIN4|TROP-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TCR,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TCR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TIGIT,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TROP-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TROP-2-SN38,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|TROP-2|HER2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,13,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF|AXL,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF|DLL3|CD3|EGFR,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PD-L1|VEGF|FAP,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PSMA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PSMA|AR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|PTK7-EXATECAN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ROR1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|ROR2-MMAE,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TCR,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|TIGIT,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,7,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|TIGIT,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|TIGIT-SAMROTECAN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TIGIT|CD73,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TIGIT|CTLA-4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TIGIT|ICAM1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TIGIT|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TIM-3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|TISSUE FACTOR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TISSUE FACTOR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TROP-2,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TROP-2-KL610023,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|TROP-2-MMAE,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-1|VEGF-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGFR2|CLDN18.2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGFR2|EGFR|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGFR2|HER2|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|CD40,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|CD73,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|CTLA-4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|CTLA-4|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|CTLA-4|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|EGFR|FOLR1|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|EGFR|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|EGFR|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|GP100|CD3|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|GPC3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|LAG-3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,7,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|PD-L1|CTLA-4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|PD-L1|TROP-2-KL610023,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-1|VEGF|VEGFR2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1-MMAE,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|ALK|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|ALK|EGFR|FGFR|HER2|KRAS|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|ALK|EGFR|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|ALK|FGFR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|ALK|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|BCL-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|BTK,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD137|CD47|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD19,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD20|BCL-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD20|BTK,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD20|VEGF|CTLA-4,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD25|EPCAM|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD25|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD27,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD28|TCR|TIGIT,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD40|FAP,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CD47,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-L1|CEA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4|ER|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4|MET|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4|PD-1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|CTLA-4|VEGF|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|DLL3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|DLL3-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|DLL3|CD3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|DLL3|CD3|B7-H3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|EGFR|FGFR|HER2|MET|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|EGFR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|EGFR|MET|FGFR,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|EGFR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|EPCAM,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|ER|HER2|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|FGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|FOLR1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|HER2|ALK|AR|FGFR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|HER2|ALK|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|HER2|ALK|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|HER2|NECTIN4|TROP-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|HER2|PD-1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|HER2|VEGF|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|LAG-3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-L1|LAG-3|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|MESOTHELIN,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|MUC16,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|PD-1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-L1|PD-1,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-L1|PD-1|ALK|EGFR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|PD-1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|PD-1|WT1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|PSMA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|PTK7,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TCR,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-L1|TIGIT,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TIGIT,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TIGIT|LAG-3|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TIGIT|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TIGIT|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TIGIT|VEGFR2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TIGIT|VEGF|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|TROP-2-KL610023,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|VEGF,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
PD-L1|VEGF|ALK,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|VEGF|ALK|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|VEGF|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|VEGF|EGFR|HER3|HER2|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
PD-L1|VEGF|EGFR|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
